model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,equilibrium,2,2,2,0,18.270241,18.270241,0.5,9.636819,82.0,5.882148,0.5,1.0,1.0,0.0,1.0,,1.0,1.5,0,2
rejection_block,equilibrium;target_rr_below_2,4,4,4,0,2.749497,0.777742,0.75,0.358897,72.0,-0.068763,0.75,0.25,0.25,0.25,1.0,3.0,1.0,1.0,0,4
rejection_block,none,6,6,6,0,5.351381,4.48633,0.333333,3.82412,98.5,0.90555,0.333333,0.666667,0.5,0.5,1.0,1.666667,1.25,2.666667,0,0
rejection_block,poor_pd_location,13,13,13,0,7.929212,7.507979,0.307692,4.427092,89.384615,0.497673,0.307692,0.615385,0.384615,0.692308,1.0,3.111111,1.125,1.2,0,13
rejection_block,poor_pd_location;target_rr_below_2,9,9,9,0,2.499979,2.430988,0.444444,0.73833,67.333333,-0.435309,0.444444,0.222222,0.0,0.555556,1.0,8.6,1.0,,0,9
rejection_block,poor_pd_location;target_rr_below_3,2,2,2,0,5.950684,5.950684,1.0,2.851327,80.0,2.851327,1.0,1.0,1.0,0.0,1.0,,3.0,4.0,0,2
rejection_block,target_rr_below_2,19,19,19,0,5.425666,4.070896,0.736842,0.952826,81.315789,0.537005,0.736842,0.526316,0.315789,0.157895,1.0,1.333333,1.3,2.0,0,19
rejection_block,target_rr_below_3,15,15,15,0,5.71733,6.811205,0.6,2.461428,91.733333,1.122756,0.6,0.8,0.6,0.4,1.0,2.0,1.583333,3.777778,0,15
silver_bullet,target_rr_below_3,2,2,2,0,0.563267,0.563267,0.0,2.0,68.0,-1.0,0.0,0.0,0.0,1.0,1.0,9.0,,,0,2
turtle_soup,none,133,133,133,0,5.662398,3.948448,0.120301,9.534534,50.0,0.787233,0.120301,0.421053,0.315789,0.744361,1.0,2.919192,1.732143,3.571429,0,0
turtle_soup,target_rr_below_2,14,14,14,0,1.587587,1.508151,0.428571,1.347991,30.0,0.111032,0.428571,0.5,0.142857,0.5,1.0,4.857143,5.285714,4.5,0,14
turtle_soup,target_rr_below_3,18,18,18,0,3.207216,2.723567,0.333333,2.444315,40.0,0.458319,0.333333,0.5,0.388889,0.555556,1.0,4.4,4.666667,9.428571,0,18
