model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,target_rr_below_2,1,1,1,0,3.907334,3.907334,1.0,0.43808,77.0,0.43808,1.0,1.0,1.0,0.0,2.0,,1.0,1.0,0,1
reclaimed_ob,target_rr_below_3,1,1,1,0,28.538381,28.538381,1.0,2.373474,87.0,2.373474,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0,1
rejection_block,none,4,4,4,0,6.40472,5.42097,0.0,7.257456,98.0,-1.0,0.0,0.25,0.25,1.0,1.0,1.25,1.0,1.0,0,0
rejection_block,poor_pd_location,1,1,1,0,17.155038,17.155038,1.0,5.056306,82.0,5.056306,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0,1
rejection_block,poor_pd_location;target_rr_below_2,23,23,23,0,5.619684,2.573175,0.913043,0.636947,72.434783,0.539025,0.913043,0.695652,0.26087,0.086957,1.0,1.0,1.0,1.0,0,23
rejection_block,target_rr_below_2,14,14,14,0,2.568757,2.784312,0.642857,0.684251,88.357143,0.080216,0.642857,0.214286,0.142857,0.357143,1.0,1.0,1.0,1.5,0,14
rejection_block,target_rr_below_3,2,2,2,0,5.680011,5.680011,0.0,2.461631,87.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0,2
turtle_soup,none,84,84,84,0,4.004849,3.040193,0.071429,9.240176,80.0,0.064481,0.071429,0.452381,0.285714,0.845238,1.0,3.746479,2.710526,3.916667,0,0
turtle_soup,poor_pd_location,25,25,25,0,4.714371,4.683087,0.16,7.54624,65.0,0.672052,0.16,0.52,0.36,0.72,1.0,2.5,1.307692,2.666667,0,25
turtle_soup,poor_pd_location;target_rr_below_2,4,4,4,0,1.0348,0.795213,0.0,1.287145,45.0,-0.475495,0.0,0.25,0.0,0.75,1.0,3.0,16.0,,0,4
turtle_soup,poor_pd_location;target_rr_below_3,8,8,8,0,2.931534,2.5061,0.125,2.525247,55.0,-0.614875,0.125,0.5,0.125,0.875,1.0,5.714286,2.5,6.0,0,8
turtle_soup,target_rr_below_2,5,5,5,0,0.886656,0.627945,0.4,1.436522,60.0,-0.019982,0.4,0.4,0.0,0.6,1.0,4.666667,12.0,,0,5
turtle_soup,target_rr_below_3,1,1,1,0,2.164669,2.164669,0.0,2.910464,70.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
